V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Time1_1,Time1_2,Time1_3,Time1_4,Consent,Time2_1,Time2_2,Time2_3,Time2_4,Immoral1,Immoral2,Immoral3,Time3_1,Time3_2,Time3_3,Time3_4,Moral1,Moral2,Condition,Moral3,Time3_1.0,Time3_2.0,Time3_3.0,Time3_4.0,DV_1_1,DV_1_2,DV_1_3,DV_1_4,DV_1_5,DV_1_6,DV_1_7,DV_1_8,DV_1_9,DV_1_10,DV_2_1_1_TEXT,DV_2_4_1_TEXT,DV_2_5_1_TEXT,DV_2_6_1_TEXT,DV_2_9_1_TEXT,showertext,toothpastetext,glasstext,disinfectantext,laundrytext,Q27_1,Q27_2,Q27_3,Q27_4,Taboo_1,Taboo_2,Taboo_3,Taboo_4,Taboo_5,Time4_1,Time4_2,Time4_3,Time4_4,Q12,Gender,Q16,National,Ethnic_1,Ethnic_2,Ethnic_3,Ethnic_4,Ethnic_5,Ethnic_6,Ethnic_7,Ethnic_8,Ethnic_8_TEXT,age1,Religious_1,Politics_1,Politics_2,Politics_3,VAR00001,Q26,shower,toothpaste,glass,disinfectant,laundry,Desirability,PricePay,ControlDesire
R_e5VseMGoB6DrHGB,Default Response Set,Anonymous, , ,115.249.14.93,0,02/12/2013,02/12/2013,1, , , , ,1, , , , , , , ,11.249,95.578,185.369,4,1,1,2,"Two years ago when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner chris. For several months chris had been working on a major case for the city that would make or break his career at the firm,however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue. His case late one evening as, I was rummaging through a corner filing cabinet I happened to come across the zonin document that Chris was in desperate need of I pulled it from the cabinet and placed it without a note on chris desk.   Knowing that he would be so relieved when he arrived to work the next morning",7.027,27.349,28.322,10,5,3,5,3,4,3,5,5,2,5, , , , , ,0,0,0,0,0,12.587,30.843,31.951,5,5,8,4,3,3,4.402,36.516,37.472,11, ,1,28,Indian,1, , , , , , , , ,28,5,2,3,3, ,2189,0,0,0,0,0,4.6,0.766666667,3.4
R_3vBgPQQWnehZ8fH,Default Response Set,Anonymous, , ,59.90.27.203,0,02/12/2013,02/12/2013,1,576.004,576.004,577.007,1,1, , , , , , , ,11.258,118.915,121.383,20,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner,Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir.However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening,as I was rummaging through a corner filing cabinet, I happened to come across the zonig document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work the next morning.",16.342,54.382,56.222,20,2,5,7,4,4,3,5,4,6,3,0,5,7,8,9,12,15,9,2,8,16.706,22.619,23.902,5,4,6,6,7,5,1.595,30.907,31.618,8, ,1,29,indian,1, , , , , , , , ,29,7,7,5,7, , ,12,15,9,2,8,4.8,8.466666667,3.8
R_6Fn6WY1RNggDhOJ,Default Response Set,Anonymous, , ,124.125.84.138,0,02/12/2013,02/12/2013,1,18.257,18.257,19.344,1,1, , , , , , , ,121.267,486.513,498.192,10,1,1,2,"Two years ago when I was a junior partner at a prestigious law firm, I was coming  up for promotion against another junior partner  Chris, for several months Chris had been working on a major case for the city that would make or beak his career.At the fir however he could notm  locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late on evwning.As I was rummaging though a corner cabinet I happened to come across zoning document tat Chris was in desperate need of .I pulled it from the cabinet and placed it without a note on Chis desk knowing that he would be so relived when he arrived to work the next morning.",16.505,76.245,78.756,22,3,6,7,5,7,5,7,7,6,6,2,5,2,2,1,1,2,3,3,5,61.16,89.998,90.336,6,7,8,8,8,5,10.925,42.658,43.733,9, ,2,28,Indian,1, , , , , , , , ,28,1,2,5,3, ,2111,1,2,3,3,5,6.6,3.433333333,5.2
R_9tVC7kv8zGtRP6J,Default Response Set,Anonymous, , ,117.199.253.61,0,02/12/2013,02/12/2013,1,0.224,25.719,27.485,2,1, , , , , , , ,30.498,294.439,315.562,12,1,1,2,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris.  For several months Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across the zning document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris's desk knowing that he would be so relieved when he arrived to work the next morning.",22.335,110.387,114.959,20,5,5,6,3,6,4,4,4,6,6,1,1,1,1,1,1,1,1,1,1,45.744,101.981,107.168,6,8,8,8,8,5,4.473,45.462,47.231,8, ,1,45,Indian,1, , , , , , , , ,45,6,6,6,5, ,2190,1,1,1,1,1,5,1.666666667,4.8
R_e59449MPGlStzE1,Default Response Set,Anonymous, , ,223.236.61.68,0,02/12/2013,02/12/2013,1,15.683,15.683,16.875,1,1, , , , , , , ,8.268,295.577,296.463,5,1,1,2,"Two years, ago when I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner Chris, for several months Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which it was unlikely that, he would have sufficient evidence to successfully argue his case late. One evening, as I was rummaging through a corner filing cabinet. I happened to come across the oning document that Chris was in desperate need of I pulled it from the cabinet and placed it without a note on Chris desk knowing, that he would be so, relieved when he arrived to work the next morning.",42.796,102.044,104.984,22,2,7,6,7,7,4,6,7,7,7,1,20,10,7,20,10,5,10,15,50,75.095,107.646,108.436,5,8,8,8,8,8,6.646,45.947,46.573,10, ,1,25,Indian,1, , , , , , , , ,25,7,8,8,8, ,2163,10,5,10,15,50,6.6,16.1,5.4
R_8ih8O507CPqv3QF,Default Response Set,Anonymous, , ,176.26.104.214,0,02/12/2013,02/12/2013,1,33.226,36.375,37.284,2,1, , , , , , , ,18.372,573.675,578.407,3,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city. That would make or break his career at the fim. However, he could not locate a key zoning document. Without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet I happened to come across the oning document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work  the next morning.",25.226,119.015,120.181,28,7,7,7,7,6,7,7,7,4,7,1,2,1,1,1,0.5,2,2,2,5,23.582,54.606,57.347,5,8,8,8,8,8,4.378,41.481,43.032,8, ,2,31,Indian,1, , , , , , , , ,31,5,5,5,5, ,2174,0,2,2,2,5,7,3,6.2
R_bEny4BRI4gZyVil,Default Response Set,Anonymous, , ,223.231.181.81,0,02/12/2013,02/12/2013,1,5.041,5.041,6.124,1,1, , , , , , , ,14.307,142.004,303.474,14,1,1,2,"Two years ago, when I was a Junior partner at a prestigious law firm. I was coming up for promotion against another Junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir. However he could not locate a key zoning document without which it was unlikely, that he would have sufficient evidence to successfully argue his case late. One evening, as I was rummaging through a corner filing cabinet. I happened to come across the zning document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work the next morning.",21.144,71.071,72.891,21,6,5,6,6,6,5,6,6,6,6,5,5,8,5,2,5,2,4,4,3,16.203,33.395,36.637,5,8,8,8,8,8,4.252,31.836,33.001,8, ,1,29,Indian,1, , , , , , , , ,29,5,6,7,7, ,2121,5,2,4,4,3,5.8,3.966666667,5.8
R_dbV8LR6TaCY3cVL,Default Response Set,Anonymous, , ,220.227.24.43,0,02/12/2013,02/12/2013,1,0.912,0.912,2.682,1,1, , , , , , , ,15.367,191.614,207.065,24,1,1,2,Two years ago when I was a junior partner at a prestigious law firm.  I was coming up for promotion against another junior partner chris for several months chris had been working on a major case for the city that would make or break his career at the firm  However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonin document that chris was in desperate need of I pulled it from the cabinet and placed it without a note on chris desk knowing that he would be so relieved when he arrived to work the next morning.,2.499,19.123,20.253,10,6,4,6,7,6,4,3,3,6,6, , , , , ,0,0,0,0,0,2.581,7.045,7.59,5,4,6,6,7,8,1.539,29.476,30.272,10, ,2,28,indian,1, , , , , , , , ,28,6,7,5,8, ,2137,0,0,0,0,0,4.4,0.733333333,5.8
R_blmXc6Xei4dDAgd,Default Response Set,Anonymous, , ,101.0.33.81,0,02/12/2013,02/12/2013,1,4.486,4.486,5.464,1,1, , , , , , , ,4.796,122.949,204.156,7,1,1,2,"Two years ago, when I was junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city, that would make or break his career at the firm  however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across the zoing document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk, knowing that he would be so relieved when he arrived to work the next morning.",29.519,97.84,99.481,24,5,6,6,5,3,2,2,2,4,5,1,1,0.5,0.5,2,1.5,1,1,1,2,29.101,64.028,65.567,6,8,8,8,6,7,2.344,25.214,28.669,9, ,1,35,Indian,1, , , , , , , , ,35,6,2,3,2, ,211,1,1,1,1,2,4.2,1.7,3.8
R_4JGPsp8D6UC2EK1,Default Response Set,Anonymous, , ,117.213.2.46,0,02/12/2013,02/12/2013,1, , , , ,1, , , , , , , ,13.839,415.27,417.488,16,1,1,2,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonin document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris' desk knowing that he would be so relieved when he arrived to work the next morning.",3.583,28.207,35.891,6,5,6,5,6,7,5,7,7,5,6,2,9,2,4,1,5,2,8,5,2, , , , ,6,7,5,7,7,3.883,43.163,47.513,8, ,2,28,Indian,1, , , , , , , , ,28,7,8,7,8, ,2198,5,2,8,5,2,6.2,4.7,5.6
R_0dfhNX4QVkhNPRH,Default Response Set,Anonymous, , ,117.208.66.8,0,02/12/2013,02/12/2013,1,3.794,3.794,4.908,1,1, , , , , , , ,12.768,157.949,168.381,11,1,1,2,"Two years ago when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris for several months.Chris had been working on a major case for the city that would make or break his career at the firm hwever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoning doument that Chris was in desperate need of, I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work the next morning",1.599,42.788,45.718,25,2,5,6,5,4,4,3,3,3,5,2,8,1,1,1,2,5,4,2,2,1.397,2.627,4.068,5,4,4,3,3,4,1.504,14.999,15.906,10, ,1,22,Indian, , , , ,1, , , , ,22,4,4,5,5, ,2111,2,5,4,2,2,4.4,3.233333333,3.6
R_6QBd4pq2K4SGejP,Default Response Set,Anonymous, , ,101.0.32.158,0,02/12/2013,02/12/2013,1,2.691,2.691,3.724,1,1, , , , , , , ,11.497,24.397,97.449,4,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months chris had been working on a major case for the city that would make or break his career at the fir. However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across the zoing document that Chris was in desperate need of.  I pulled it from the cabinet and placed it without a note on Chris's desk knowing that he would be so relieved when he arrived to work the next morning.",3.822,64.331,65.472,24,2,5,7,7,4,1,1,4,4,6,0.25,2,1.5,0.25,1.5,0.5,1,1,2,3,19.039,47.477,48.573,8,8,6,8,7,7,1.787,19.324,20.215,9, ,1,33,Indian,1, , , , , , , , ,33,5,2,2,2, ,2174,0,1,1,2,3,4.6,1.933333333,3.6
R_8BrHf8pD4dBHbkV,Default Response Set,Anonymous, , ,117.198.101.238,0,02/12/2013,02/12/2013,1,23.772,23.772,25.363,1,1, , , , , , , ,15.9,184.287,187.953,29,1,1,2,"Two years ago, when i was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner; chris. For several months chris had been working on a major case for the city that would make or break his career at the fim. However he could not locate a key zoning document, without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoing document that Chris was in desperate need of. I pulled it from the cabinet, and placed it without a note, on chris's desk; knowing that he would be so relieved, when he arrived to work the next morning.",18.283,86.112,91.869,21,1,7,7,1,5,2,1,1,4,7,0,0,2,1,0.5,1,2,0,0,2,42.058,96.907,101.868,5,8,8,8,7,7,5.772,58.75,60.217,9, ,1,31,Indian,1, , , , , , , , ,31,4,5,3,6, ,2151,1,2,0,0,2,4.6,1.6,2.6
R_38EpDjGIDoBIctL,Default Response Set,Anonymous, , ,59.98.136.26,0,2/13/2013,2/13/2013,1,49.161,49.161,50.316,1,1, , , , , , , ,22.69,385.313,398.424,6,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zning document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work the next morning.",33.684,103.467,105.787,21,2,6,6,6,4,3,4,5,6,6,2,5,0.5,2,1,1,2,3,4,1,58.205,98.756,100.975,7,8,8,8,8,8,1.916,32.07,33.676,9, ,1,31,Indian,1, , , , , , , , ,31,6,2,2,2, ,2196,1,2,3,4,1,5.4,2.733333333,4.2
